,raceId,driverId,lap,position,time,milliseconds
12879,1000,840,13,17,1:25.738,85738
12906,1000,840,14,17,1:25.993,85993
12882,1000,840,15,17,1:25.771,85771
12851,1000,840,16,17,1:25.560,85560
12886,1000,840,17,17,1:25.810,85810
12844,1000,840,18,17,1:25.503,85503
12872,1000,840,19,17,1:25.708,85708
12884,1000,840,20,17,1:25.793,85793
12880,1000,840,21,17,1:25.748,85748
12805,1000,840,22,17,1:25.300,85300
13020,1000,840,23,16,1:27.876,87876
12828,1000,840,24,16,1:25.387,85387
13013,1000,840,25,16,1:27.637,87637
12787,1000,840,26,16,1:25.221,85221
12782,1000,840,27,16,1:25.211,85211
12809,1000,840,28,16,1:25.321,85321
12988,1000,840,29,16,1:26.908,86908
12983,1000,840,30,17,1:26.888,86888
12838,1000,840,31,17,1:25.445,85445
12752,1000,840,32,16,1:25.108,85108
13036,1000,840,33,16,1:28.669,88669
13009,1000,840,34,16,1:27.480,87480
12808,1000,840,35,16,1:25.304,85304
12803,1000,840,36,16,1:25.292,85292
12847,1000,840,37,16,1:25.515,85515
12779,1000,840,38,16,1:25.203,85203
12998,1000,840,39,16,1:27.079,87079
12770,1000,840,40,16,1:25.170,85170
12762,1000,840,41,16,1:25.142,85142
12773,1000,840,42,16,1:25.185,85185
12763,1000,840,43,16,1:25.144,85144
12887,1000,840,44,16,1:25.823,85823
12840,1000,840,45,16,1:25.462,85462
12791,1000,840,46,16,1:25.241,85241
13034,1000,840,47,17,1:28.356,88356
13123,1000,840,48,18,1:42.679,102679
13059,1000,840,49,18,1:32.137,92137
13090,1000,840,50,17,1:37.834,97834
12117,1000,840,51,17,1:22.660,82660
12213,1000,840,52,17,1:23.065,83065
12358,1000,840,53,17,1:23.569,83569
12344,1000,840,54,17,1:23.483,83483
12351,1000,840,55,17,1:23.518,83518
12376,1000,840,56,17,1:23.653,83653
13033,1000,840,57,17,1:28.342,88342
12975,1000,840,58,17,1:26.779,86779
12594,1000,840,59,17,1:24.449,84449
12359,1000,840,60,17,1:23.570,83570
12196,1000,840,61,17,1:23.010,83010
12826,1000,840,62,17,1:25.373,85373
12335,1000,840,63,17,1:23.453,83453
12306,1000,840,64,17,1:23.345,83345
12309,1000,840,65,17,1:23.354,83354
12646,1000,840,66,17,1:24.648,84648
12609,1000,840,67,17,1:24.513,84513
12899,1000,840,68,17,1:25.916,85916
12899,1000,840,69,17,1:25.916,85916
12899,1000,840,70,17,1:25.916,85916
13057,1000,842,1,6,1:31.753,91753
12861,1000,842,2,6,1:25.662,85662
12756,1000,842,3,6,1:25.128,85128
12692,1000,842,4,6,1:24.880,84880
12669,1000,842,5,6,1:24.742,84742
13061,1000,842,6,5,1:32.283,92283
13066,1000,842,7,5,1:33.230,93230
12453,1000,842,8,5,1:23.917,83917
12452,1000,842,9,5,1:23.911,83911
12472,1000,842,10,5,1:23.990,83990
12569,1000,842,11,5,1:24.302,84302
12430,1000,842,12,5,1:23.845,83845
12461,1000,842,13,5,1:23.943,83943
12501,1000,842,14,5,1:24.092,84092
12518,1000,842,15,4,1:24.134,84134
12490,1000,842,16,3,1:24.062,84062
12465,1000,842,17,3,1:23.961,83961
12860,1000,842,18,4,1:25.660,85660
12469,1000,842,19,4,1:23.981,83981
12447,1000,842,20,4,1:23.903,83903
12523,1000,842,21,4,1:24.155,84155
12901,1000,842,22,5,1:25.940,85940
12458,1000,842,23,5,1:23.929,83929
12531,1000,842,24,5,1:24.179,84179
12420,1000,842,25,5,1:23.800,83800
12409,1000,842,26,5,1:23.759,83759
12757,1000,842,27,6,1:25.130,85130
12436,1000,842,28,6,1:23.861,83861
12407,1000,842,29,6,1:23.752,83752
12487,1000,842,30,6,1:24.056,84056
12511,1000,842,31,6,1:24.125,84125
12919,1000,842,32,6,1:26.145,86145
13111,1000,842,33,6,1:41.209,101209
12244,1000,842,34,6,1:23.145,83145
12326,1000,842,35,6,1:23.417,83417
12240,1000,842,36,6,1:23.137,83137
12242,1000,842,37,6,1:23.142,83142
12237,1000,842,38,6,1:23.130,83130
12316,1000,842,39,6,1:23.374,83374
12346,1000,842,40,6,1:23.488,83488
12330,1000,842,41,6,1:23.434,83434
12304,1000,842,42,6,1:23.336,83336
12192,1000,842,43,6,1:23.001,83001
12218,1000,842,44,6,1:23.074,83074
12279,1000,842,45,6,1:23.264,83264
12499,1000,842,46,6,1:24.088,84088
12449,1000,842,47,6,1:23.907,83907
12464,1000,842,48,6,1:23.960,83960
12087,1000,842,49,6,1:22.565,82565
12332,1000,842,50,6,1:23.444,83444
13131,1000,842,51,6,1:46.181,106181
12051,1000,842,52,6,1:22.400,82400
12086,1000,842,53,6,1:22.563,82563
12058,1000,842,54,6,1:22.414,82414
12137,1000,842,55,6,1:22.751,82751
12070,1000,842,56,6,1:22.481,82481
12028,1000,842,57,6,1:22.221,82221
12021,1000,842,58,6,1:22.194,82194
12031,1000,842,59,6,1:22.257,82257
11980,1000,842,60,6,1:21.851,81851
12005,1000,842,61,6,1:22.053,82053
11976,1000,842,62,6,1:21.810,81810
11984,1000,842,63,6,1:21.870,81870
11964,1000,842,64,6,1:21.685,81685
12008,1000,842,65,6,1:22.088,82088
11991,1000,842,66,6,1:21.971,81971
12096,1000,842,67,6,1:22.586,82586
11999,1000,842,68,6,1:22.007,82007
12000,1000,842,69,6,1:22.010,82010
11995,1000,842,70,6,1:21.982,81982
13070,1000,843,1,9,1:34.118,94118
12956,1000,843,2,9,1:26.597,86597
12936,1000,843,3,9,1:26.332,86332
12916,1000,843,4,9,1:26.095,86095
12895,1000,843,5,9,1:25.894,85894
13077,1000,843,6,8,1:35.270,95270
13056,1000,843,7,8,1:31.136,91136
12831,1000,843,8,8,1:25.391,85391
12758,1000,843,9,8,1:25.132,85132
12775,1000,843,10,8,1:25.193,85193
12799,1000,843,11,8,1:25.278,85278
12800,1000,843,12,8,1:25.281,85281
12765,1000,843,13,8,1:25.149,85149
12904,1000,843,14,9,1:25.983,85983
12713,1000,843,15,9,1:24.983,84983
12707,1000,843,16,9,1:24.960,84960
12680,1000,843,17,9,1:24.781,84781
12665,1000,843,18,9,1:24.726,84726
12647,1000,843,19,9,1:24.652,84652
12581,1000,843,20,9,1:24.389,84389
12644,1000,843,21,9,1:24.647,84647
12624,1000,843,22,9,1:24.568,84568
12620,1000,843,23,9,1:24.548,84548
12934,1000,843,24,10,1:26.305,86305
13117,1000,843,25,13,1:42.085,102085
12552,1000,843,26,13,1:24.244,84244
12470,1000,843,27,13,1:23.983,83983
12392,1000,843,28,13,1:23.699,83699
12448,1000,843,29,13,1:23.906,83906
12821,1000,843,30,13,1:25.360,85360
12716,1000,843,31,13,1:24.990,84990
12928,1000,843,32,13,1:26.264,86264
12546,1000,843,33,13,1:24.227,84227
12512,1000,843,34,13,1:24.126,84126
12562,1000,843,35,13,1:24.279,84279
12617,1000,843,36,13,1:24.541,84541
12571,1000,843,37,13,1:24.317,84317
12626,1000,843,38,13,1:24.578,84578
12999,1000,843,39,13,1:27.107,87107
12710,1000,843,40,12,1:24.975,84975
12657,1000,843,41,12,1:24.696,84696
12496,1000,843,42,12,1:24.075,84075
12987,1000,843,43,12,1:26.908,86908
12505,1000,843,44,12,1:24.098,84098
12489,1000,843,45,12,1:24.061,84061
12559,1000,843,46,12,1:24.269,84269
12493,1000,843,47,12,1:24.070,84070
12580,1000,843,48,12,1:24.387,84387
12842,1000,843,49,12,1:25.480,85480
13118,1000,843,50,11,1:42.118,102118
13025,1000,843,51,11,1:27.988,87988
12200,1000,843,52,11,1:23.020,83020
12234,1000,843,53,11,1:23.125,83125
12252,1000,843,54,11,1:23.164,83164
12138,1000,843,55,11,1:22.751,82751
12811,1000,843,56,11,1:25.329,85329
12291,1000,843,57,11,1:23.298,83298
12194,1000,843,58,11,1:23.005,83005
12146,1000,843,59,11,1:22.789,82789
12212,1000,843,60,11,1:23.062,83062
12114,1000,843,61,11,1:22.654,82654
12106,1000,843,62,11,1:22.612,82612
12131,1000,843,63,11,1:22.739,82739
12148,1000,843,64,11,1:22.790,82790
12128,1000,843,65,11,1:22.714,82714
12172,1000,843,66,11,1:22.908,82908
12273,1000,843,67,11,1:23.234,83234
12321,1000,843,68,11,1:23.394,83394
12360,1000,843,69,11,1:23.573,83573
12360,1000,843,70,11,1:23.573,83573
13092,1000,845,1,17,1:38.634,98634
13027,1000,845,2,17,1:28.016,88016
13021,1000,845,3,17,1:27.942,87942
12984,1000,845,4,17,1:26.899,86899
12978,1000,845,5,17,1:26.795,86795
13095,1000,845,6,16,1:38.856,98856
13041,1000,845,7,16,1:29.338,89338
13001,1000,845,8,16,1:27.227,87227
12953,1000,845,9,16,1:26.578,86578
12938,1000,845,10,16,1:26.342,86342
12908,1000,845,11,16,1:26.024,86024
12892,1000,845,12,16,1:25.873,85873
12888,1000,845,13,16,1:25.829,85829
12862,1000,845,14,16,1:25.663,85663
12877,1000,845,15,16,1:25.737,85737
12857,1000,845,16,16,1:25.643,85643
12854,1000,845,17,16,1:25.609,85609
12874,1000,845,18,16,1:25.714,85714
12837,1000,845,19,16,1:25.442,85442
12743,1000,845,20,16,1:25.071,85071
12696,1000,845,21,16,1:24.901,84901
12751,1000,845,22,16,1:25.106,85106
12817,1000,845,23,15,1:25.353,85353
12863,1000,845,24,15,1:25.676,85676
12790,1000,845,25,15,1:25.241,85241
12776,1000,845,26,15,1:25.195,85195
12704,1000,845,27,15,1:24.949,84949
12979,1000,845,28,15,1:26.809,86809
12814,1000,845,29,15,1:25.346,85346
12824,1000,845,30,15,1:25.373,85373
13016,1000,845,31,15,1:27.781,87781
13125,1000,845,32,18,1:43.230,103230
12622,1000,845,33,18,1:24.560,84560
12802,1000,845,34,18,1:25.285,85285
12818,1000,845,35,18,1:25.353,85353
12855,1000,845,36,18,1:25.618,85618
12774,1000,845,37,18,1:25.191,85191
12949,1000,845,38,18,1:26.487,86487
12804,1000,845,39,18,1:25.296,85296
12714,1000,845,40,18,1:24.984,84984
12807,1000,845,41,18,1:25.303,85303
12781,1000,845,42,18,1:25.210,85210
12737,1000,845,43,18,1:25.055,85055
12789,1000,845,44,18,1:25.238,85238
12903,1000,845,45,18,1:25.963,85963
12941,1000,845,46,18,1:26.381,86381
12736,1000,845,47,18,1:25.054,85054
12675,1000,845,48,17,1:24.759,84759
13050,1000,845,49,17,1:30.771,90771
13103,1000,845,50,16,1:40.247,100247
12905,1000,845,51,16,1:25.993,85993
12660,1000,845,52,16,1:24.701,84701
12397,1000,845,53,16,1:23.708,83708
12950,1000,845,54,16,1:26.489,86489
12563,1000,845,55,16,1:24.280,84280
12538,1000,845,56,16,1:24.200,84200
12530,1000,845,57,16,1:24.170,84170
12595,1000,845,58,16,1:24.458,84458
12514,1000,845,59,16,1:24.128,84128
12467,1000,845,60,16,1:23.978,83978
13023,1000,845,61,16,1:27.973,87973
12561,1000,845,62,16,1:24.278,84278
12944,1000,845,63,16,1:26.427,86427
12909,1000,845,64,16,1:26.029,86029
12608,1000,845,65,16,1:24.507,84507
12926,1000,845,66,16,1:26.250,86250
12694,1000,845,67,16,1:24.897,84897
12896,1000,845,68,16,1:25.900,85900
12896,1000,845,69,16,1:25.900,85900
12896,1000,845,70,16,1:25.900,85900
13758,1001,1,1,2,2:31.397,151397
13812,1001,1,2,2,3:00.018,180018
13786,1001,1,3,2,2:50.726,170726
13819,1001,1,4,2,3:00.659,180659
13416,1001,1,5,2,1:49.718,109718
13394,1001,1,6,2,1:49.497,109497
13331,1001,1,7,2,1:49.020,109020
13291,1001,1,8,2,1:48.834,108834
13344,1001,1,9,2,1:49.143,109143
13346,1001,1,10,2,1:49.179,109179
13325,1001,1,11,2,1:48.977,108977
13262,1001,1,12,2,1:48.665,108665
13280,1001,1,13,2,1:48.742,108742
13316,1001,1,14,2,1:48.939,108939
13240,1001,1,15,2,1:48.479,108479
13217,1001,1,16,2,1:48.208,108208
13239,1001,1,17,2,1:48.448,108448
13269,1001,1,18,2,1:48.706,108706
13279,1001,1,19,2,1:48.739,108739
13276,1001,1,20,2,1:48.736,108736
13705,1001,1,21,2,1:53.411,113411
13741,1001,1,22,3,1:59.902,119902
13135,1001,1,23,2,1:46.721,106721
13141,1001,1,24,2,1:46.902,106902
13140,1001,1,25,2,1:46.856,106856
13198,1001,1,26,2,1:47.958,107958
13190,1001,1,27,2,1:47.687,107687
13183,1001,1,28,2,1:47.565,107565
13177,1001,1,29,2,1:47.403,107403
13156,1001,1,30,2,1:47.096,107096
13168,1001,1,31,2,1:47.317,107317
13152,1001,1,32,2,1:47.046,107046
13169,1001,1,33,2,1:47.341,107341
13162,1001,1,34,2,1:47.223,107223
13167,1001,1,35,2,1:47.283,107283
13175,1001,1,36,2,1:47.397,107397
13184,1001,1,37,2,1:47.588,107588
13187,1001,1,38,2,1:47.607,107607
13154,1001,1,39,2,1:47.080,107080
13200,1001,1,40,2,1:47.974,107974
13204,1001,1,41,2,1:48.055,108055
13255,1001,1,42,2,1:48.629,108629
13295,1001,1,43,2,1:48.860,108860
13425,1001,1,44,2,1:49.806,109806
13821,1001,8,1,17,3:27.671,207671
13756,1001,8,2,15,2:24.008,144008
13772,1001,8,3,14,2:47.203,167203
13777,1001,8,4,14,2:49.411,169411
13733,1001,8,5,15,1:55.376,115376
13720,1001,8,6,15,1:54.320,114320
13744,1001,8,7,16,2:02.327,122327
13760,1001,8,8,16,2:32.947,152947
13757,1001,20,1,1,2:29.572,149572
13813,1001,20,2,1,3:00.051,180051
13788,1001,20,3,1,2:51.059,171059
13820,1001,20,4,1,3:01.499,181499
13258,1001,20,5,1,1:48.656,108656
13310,1001,20,6,1,1:48.923,108923
13268,1001,20,7,1,1:48.695,108695
13257,1001,20,8,1,1:48.646,108646
13335,1001,20,9,1,1:49.046,109046
13282,1001,20,10,1,1:48.749,108749
13243,1001,20,11,1,1:48.495,108495
13261,1001,20,12,1,1:48.663,108663
13275,1001,20,13,1,1:48.732,108732
13281,1001,20,14,1,1:48.748,108748
13266,1001,20,15,1,1:48.679,108679
13235,1001,20,16,1,1:48.399,108399
13263,1001,20,17,1,1:48.667,108667
13253,1001,20,18,1,1:48.600,108600
13312,1001,20,19,1,1:48.933,108933
13286,1001,20,20,1,1:48.781,108781
13270,1001,20,21,1,1:48.710,108710
13686,1001,20,22,1,1:52.901,112901
13740,1001,20,23,1,1:59.728,119728
13138,1001,20,24,1,1:46.743,106743
13134,1001,20,25,1,1:46.644,106644
13151,1001,20,26,1,1:47.027,107027
13153,1001,20,27,1,1:47.052,107052
13142,1001,20,28,1,1:46.937,106937
13145,1001,20,29,1,1:46.972,106972
13146,1001,20,30,1,1:46.975,106975
13157,1001,20,31,1,1:47.134,107134
13159,1001,20,32,1,1:47.168,107168
13150,1001,20,33,1,1:47.016,107016
13176,1001,20,34,1,1:47.402,107402
13173,1001,20,35,1,1:47.390,107390
13170,1001,20,36,1,1:47.345,107345
13144,1001,20,37,1,1:46.949,106949
13139,1001,20,38,1,1:46.783,106783
13137,1001,20,39,1,1:46.734,106734
13161,1001,20,40,1,1:47.218,107218
13155,1001,20,41,1,1:47.092,107092
13185,1001,20,42,1,1:47.599,107599
13188,1001,20,43,1,1:47.615,107615
13418,1001,20,44,1,1:49.749,109749
13763,1001,154,1,6,2:36.224,156224
13818,1001,154,2,6,3:00.468,180468
13780,1001,154,3,6,2:50.008,170008
13800,1001,154,4,6,2:57.872,177872
13692,1001,154,5,6,1:53.036,113036
13645,1001,154,6,6,1:52.184,112184
13609,1001,154,7,6,1:51.718,111718
13584,1001,154,8,6,1:51.439,111439
13586,1001,154,9,6,1:51.473,111473
13556,1001,154,10,6,1:51.152,111152
13529,1001,154,11,6,1:50.904,110904
13536,1001,154,12,6,1:50.986,110986
13559,1001,154,13,6,1:51.174,111174
13555,1001,154,14,6,1:51.148,111148
13515,1001,154,15,6,1:50.777,110777
13531,1001,154,16,6,1:50.913,110913
13534,1001,154,17,6,1:50.938,110938
13513,1001,154,18,6,1:50.762,110762
13494,1001,154,19,6,1:50.606,110606
13495,1001,154,20,6,1:50.609,110609
13487,1001,154,21,6,1:50.528,110528
13493,1001,154,22,6,1:50.593,110593
13727,1001,154,23,7,1:55.020,115020
13745,1001,154,24,10,2:03.178,123178
13323,1001,154,25,9,1:48.968,108968
13326,1001,154,26,8,1:48.979,108979
13336,1001,154,27,7,1:49.051,109051
13319,1001,154,28,7,1:48.952,108952
13328,1001,154,29,7,1:49.004,109004
13339,1001,154,30,7,1:49.075,109075
13372,1001,154,31,7,1:49.340,109340
13322,1001,154,32,7,1:48.960,108960
13296,1001,154,33,7,1:48.860,108860
13274,1001,154,34,7,1:48.724,108724
13226,1001,154,35,7,1:48.283,108283
13277,1001,154,36,7,1:48.736,108736
13245,1001,154,37,7,1:48.526,108526
13236,1001,154,38,7,1:48.417,108417
13260,1001,154,39,7,1:48.661,108661
13256,1001,154,40,7,1:48.639,108639
13244,1001,154,41,7,1:48.502,108502
13288,1001,154,42,7,1:48.802,108802
13307,1001,154,43,7,1:48.902,108902
13370,1001,154,44,7,1:49.338,109338
13759,1001,815,1,3,2:32.527,152527
13810,1001,815,2,3,2:59.990,179990
13789,1001,815,3,3,2:51.075,171075
13808,1001,815,4,3,2:59.709,179709
13569,1001,815,5,3,1:51.257,111257
13550,1001,815,6,3,1:51.088,111088
13532,1001,815,7,3,1:50.924,110924
13501,1001,815,8,3,1:50.670,110670
13512,1001,815,9,3,1:50.760,110760
13590,1001,815,10,4,1:51.534,111534
13587,1001,815,11,4,1:51.527,111527
13499,1001,815,12,4,1:50.665,110665
13483,1001,815,13,4,1:50.478,110478
13477,1001,815,14,4,1:50.433,110433
13464,1001,815,15,4,1:50.303,110303
13465,1001,815,16,4,1:50.304,110304
13471,1001,815,17,4,1:50.366,110366
13462,1001,815,18,4,1:50.256,110256
13459,1001,815,19,4,1:50.212,110212
13448,1001,815,20,4,1:50.092,110092
13449,1001,815,21,4,1:50.108,110108
13461,1001,815,22,4,1:50.248,110248
13430,1001,815,23,4,1:49.829,109829
13417,1001,815,24,4,1:49.729,109729
13723,1001,815,25,4,1:54.655,114655
13746,1001,815,26,5,2:03.182,123182
13298,1001,815,27,5,1:48.865,108865
13287,1001,815,28,5,1:48.786,108786
13208,1001,815,29,5,1:48.103,108103
13216,1001,815,30,4,1:48.193,108193
13234,1001,815,31,4,1:48.390,108390
13231,1001,815,32,4,1:48.355,108355
13221,1001,815,33,4,1:48.230,108230
13224,1001,815,34,4,1:48.275,108275
13225,1001,815,35,4,1:48.279,108279
13211,1001,815,36,4,1:48.123,108123
13232,1001,815,37,4,1:48.369,108369
13207,1001,815,38,4,1:48.080,108080
13212,1001,815,39,4,1:48.134,108134
13469,1001,815,40,5,1:50.345,110345
13318,1001,815,41,5,1:48.945,108945
13302,1001,815,42,5,1:48.888,108888
13259,1001,815,43,5,1:48.656,108656
13248,1001,815,44,5,1:48.562,108562
13769,1001,817,1,12,2:44.752,164752
13822,1001,817,2,17,8:44.604,524604
13712,1001,817,3,17,1:53.818,113818
13715,1001,817,4,17,1:53.982,113982
13676,1001,817,5,17,1:52.627,112627
13696,1001,817,6,17,1:53.142,113142
13674,1001,817,7,17,1:52.540,112540
13561,1001,817,8,17,1:51.204,111204
13605,1001,817,9,16,1:51.677,111677
13489,1001,817,10,16,1:50.547,110547
13490,1001,817,11,16,1:50.549,110549
13527,1001,817,12,16,1:50.872,110872
13488,1001,817,13,16,1:50.540,110540
13472,1001,817,14,16,1:50.383,110383
13502,1001,817,15,16,1:50.671,110671
13455,1001,817,16,16,1:50.146,110146
13516,1001,817,17,16,1:50.816,110816
13386,1001,817,18,16,1:49.399,109399
13411,1001,817,19,16,1:49.644,109644
13452,1001,817,20,16,1:50.130,110130
13456,1001,817,21,16,1:50.178,110178
13368,1001,817,22,16,1:49.334,109334
13408,1001,817,23,16,1:49.618,109618
13380,1001,817,24,16,1:49.365,109365
13525,1001,817,25,16,1:50.856,110856
13447,1001,817,26,16,1:50.070,110070
13357,1001,817,27,16,1:49.242,109242
13731,1001,817,28,16,1:55.261,115261
13790,1001,822,1,15,2:51.105,171105
13814,1001,822,2,14,3:00.223,180223
13792,1001,822,3,16,2:51.296,171296
13770,1001,822,4,16,2:46.129,166129
13711,1001,822,5,14,1:53.789,113789
13719,1001,822,6,14,1:54.223,114223
13657,1001,822,7,13,1:52.287,112287
13697,1001,822,8,13,1:53.164,113164
13614,1001,822,9,12,1:51.763,111763
13593,1001,822,10,12,1:51.548,111548
13486,1001,822,11,11,1:50.507,110507
13498,1001,822,12,10,1:50.661,110661
13597,1001,822,13,10,1:51.593,111593
13548,1001,822,14,10,1:51.075,111075
13444,1001,822,15,10,1:50.025,110025
13450,1001,822,16,10,1:50.111,110111
13435,1001,822,17,9,1:49.907,109907
13404,1001,822,18,8,1:49.596,109596
13451,1001,822,19,8,1:50.122,110122
13437,1001,822,20,8,1:49.922,109922
13427,1001,822,21,8,1:49.817,109817
13412,1001,822,22,7,1:49.654,109654
13309,1001,822,23,6,1:48.917,108917
13306,1001,822,24,6,1:48.900,108900
13241,1001,822,25,5,1:48.482,108482
13289,1001,822,26,4,1:48.804,108804
13242,1001,822,27,4,1:48.487,108487
13223,1001,822,28,4,1:48.253,108253
13683,1001,822,29,4,1:52.864,112864
13743,1001,822,30,6,2:01.139,121139
13205,1001,822,31,6,1:48.066,108066
13133,1001,822,32,5,1:46.286,106286
13149,1001,822,33,5,1:47.011,107011
13163,1001,822,34,5,1:47.240,107240
13180,1001,822,35,5,1:47.470,107470
13214,1001,822,36,5,1:48.157,108157
13148,1001,822,37,5,1:46.994,106994
13178,1001,822,38,5,1:47.438,107438
13195,1001,822,39,5,1:47.895,107895
13136,1001,822,40,4,1:46.732,106732
13194,1001,822,41,4,1:47.857,107857
13202,1001,822,42,4,1:47.989,107989
13186,1001,822,43,4,1:47.602,107602
13147,1001,822,44,4,1:46.981,106981
13764,1001,825,1,7,2:37.550,157550
13816,1001,825,2,7,3:00.342,180342
13779,1001,825,3,7,2:49.928,169928
13799,1001,825,4,7,2:57.322,177322
13701,1001,825,5,7,1:53.366,113366
13661,1001,825,6,7,1:52.386,112386
13670,1001,825,7,7,1:52.503,112503
13636,1001,825,8,7,1:52.057,112057
13635,1001,825,9,7,1:52.055,112055
13583,1001,825,10,7,1:51.421,111421
13553,1001,825,11,7,1:51.117,111117
13539,1001,825,12,7,1:51.002,111002
13552,1001,825,13,7,1:51.115,111115
13542,1001,825,14,7,1:51.039,111039
13507,1001,825,15,7,1:50.729,110729
13509,1001,825,16,7,1:50.750,110750
13546,1001,825,17,7,1:51.070,111070
13522,1001,825,18,7,1:50.849,110849
13510,1001,825,19,7,1:50.754,110754
13485,1001,825,20,7,1:50.487,110487
13476,1001,825,21,7,1:50.403,110403
13673,1001,825,22,8,1:52.533,112533
13508,1001,825,23,8,1:50.732,110732
13638,1001,825,24,7,1:52.078,112078
13526,1001,825,25,6,1:50.858,110858
13729,1001,825,26,7,1:55.135,115135
13749,1001,825,27,8,2:03.618,123618
13222,1001,825,28,8,1:48.244,108244
13220,1001,825,29,8,1:48.225,108225
13230,1001,825,30,8,1:48.352,108352
13246,1001,825,31,8,1:48.532,108532
13227,1001,825,32,8,1:48.291,108291
13215,1001,825,33,8,1:48.187,108187
13219,1001,825,34,8,1:48.221,108221
13201,1001,825,35,8,1:47.976,107976
13196,1001,825,36,8,1:47.937,107937
13209,1001,825,37,8,1:48.103,108103
13199,1001,825,38,8,1:47.966,107966
13210,1001,825,39,8,1:48.114,108114
13213,1001,825,40,8,1:48.139,108139
13197,1001,825,41,8,1:47.940,107940
13228,1001,825,42,8,1:48.308,108308
13203,1001,825,43,8,1:48.041,108041
13229,1001,825,44,8,1:48.340,108340
13766,1001,828,1,9,2:41.049,161049
13811,1001,828,2,9,2:59.994,179994
13781,1001,828,3,9,2:50.041,170041
13797,1001,828,4,9,2:55.129,175129
13714,1001,828,5,10,1:53.960,113960
13709,1001,828,6,10,1:53.691,113691
13565,1001,828,7,9,1:51.231,111231
13648,1001,828,8,9,1:52.196,112196
13650,1001,828,9,9,1:52.210,112210
13626,1001,828,10,9,1:51.923,111923
13603,1001,828,11,9,1:51.669,111669
13562,1001,828,12,9,1:51.212,111212
13577,1001,828,13,9,1:51.360,111360
13575,1001,828,14,9,1:51.343,111343
13528,1001,828,15,9,1:50.874,110874
13521,1001,828,16,9,1:50.834,110834
13642,1001,828,17,10,1:52.135,112135
13668,1001,828,18,10,1:52.484,112484
13547,1001,828,19,10,1:51.074,111074
13567,1001,828,20,10,1:51.232,111232
13554,1001,828,21,10,1:51.130,111130
13541,1001,828,22,10,1:51.024,111024
13511,1001,828,23,10,1:50.757,110757
13538,1001,828,24,9,1:50.998,110998
13537,1001,828,25,8,1:50.997,110997
13725,1001,828,26,9,1:54.739,114739
13753,1001,828,27,11,2:04.533,124533
13598,1001,828,28,11,1:51.594,111594
13330,1001,828,29,10,1:49.011,109011
13382,1001,828,30,10,1:49.383,109383
13440,1001,828,31,10,1:49.951,109951
13338,1001,828,32,10,1:49.072,109072
13348,1001,828,33,10,1:49.183,109183
13299,1001,828,34,10,1:48.878,108878
13267,1001,828,35,10,1:48.694,108694
